model,target,horizon_event_steps,outer_test_unit,planned_count,predicted_count,matured_count,failed_count,metric_status,mae,rmse,mase_training_scale,mase,last_value_mae,relative_mae_vs_last_value,skill_vs_last_value,comparison_status
exponential,capacity_ratio,3,stress2:column:01,5,5,5,0,OK,0.034918431429307506,0.036278424653611883,0.021647333333999999,1.6130592572556497,0.071510000000000004,0.48830137644116212,0.51169862355883788,OK
exponential,capacity_ratio,3,stress2:column:02,5,5,5,0,OK,0.042422606260929731,0.043752179371011037,0.020801333333999996,2.039417645963566,0.087703999999999976,0.48370206901543533,0.51629793098456467,OK
exponential,capacity_ratio,3,stress2:column:03,5,5,5,0,OK,0.039626582682478692,0.041406867710308333,0.020928333333999995,1.893441873754069,0.085128000000000009,0.46549411101492677,0.53450588898507323,OK
exponential,capacity_ratio,3,stress2:column:04,5,5,5,0,OK,0.046087048266836336,0.046267979132353206,0.020602333333999998,2.2369819728515385,0.089717999999999964,0.51368786940007971,0.48631213059992029,OK
exponential,capacity_ratio,3,stress2:column:05,5,5,5,0,OK,0.039688133398959644,0.040109893531512335,0.020978,1.8918930974811536,0.082098666679999988,0.48341995069973587,0.51658004930026413,OK
exponential,capacity_ratio,3,stress2:column:06,5,5,5,0,OK,0.042147774862235421,0.043676933472071813,0.020729333334,2.0332431430925544,0.081439999999999999,0.51753161667774339,0.48246838332225661,OK
exponential,esr_ratio,1,stress2:column:01,7,7,7,0,OK,0.034444208745227814,0.036302559549530558,0.052256633334000005,0.65913562638213818,0.041235714285714299,0.83530040262114891,0.16469959737885109,OK
exponential,esr_ratio,1,stress2:column:02,7,7,7,0,OK,0.036487636433288735,0.040936267432509513,0.052756633334000005,0.69162177583029338,0.037514285714285736,0.97263311132148134,0.027366888678518664,OK
exponential,esr_ratio,1,stress2:column:03,7,7,7,0,OK,0.033627196877362424,0.037356253544112282,0.052486833334000005,0.64067871390479458,0.039077142857142873,0.86053366287028177,0.13946633712971823,OK
exponential,esr_ratio,1,stress2:column:04,7,7,7,0,OK,0.034787065070839063,0.040663572523157554,0.052305033334000009,0.66508064049404425,0.040078571428571408,0.86797168239484424,0.13202831760515576,OK
exponential,esr_ratio,1,stress2:column:05,7,7,7,0,OK,0.035261816934126965,0.038466784880632848,0.05245940000000001,0.67217347003829553,0.03952857142857142,0.89205897556519265,0.10794102443480735,OK
exponential,esr_ratio,1,stress2:column:06,7,7,7,0,OK,0.040254679871195478,0.043484616587691358,0.052558633334000002,0.76590043000899077,0.038794285714285684,1.0376445687817373,-0.037644568781737275,OK
exponential,esr_ratio,2,stress2:column:01,6,6,6,0,OK,0.056241617211089001,0.065107724498737196,0.052256633334000005,1.0762579527773792,0.086008333333333353,0.6539089298837979,0.3460910701162021,OK
exponential,esr_ratio,2,stress2:column:02,6,6,6,0,OK,0.065397911358863234,0.078004943654431613,0.052756633334000005,1.2396149493625159,0.075733333333333361,0.86352875913991911,0.13647124086008089,OK
exponential,esr_ratio,2,stress2:column:03,6,6,6,0,OK,0.057142257531824336,0.070833281115231267,0.052486833334000005,1.0886969912663531,0.080150000000000013,0.71294145392170094,0.28705854607829906,OK
