model,target,horizon_event_steps,outer_test_unit,planned_count,predicted_count,matured_count,failed_count,metric_status,mae,rmse,mase_training_scale,mase,last_value_mae,relative_mae_vs_last_value,skill_vs_last_value,comparison_status
last_value,capacity_ratio,2,stress2:column:03,5,5,5,0,OK,0.060145999999999991,0.060758029757390905,0.020928333333999995,2.8739030022179217,0.060145999999999991,1,0,OK
last_value,capacity_ratio,2,stress2:column:04,5,5,5,0,OK,0.065177999999999986,0.066858939716390925,0.020602333333999998,3.163622243332838,0.065177999999999986,1,0,OK
last_value,capacity_ratio,2,stress2:column:05,5,5,5,0,OK,0.059001333339999976,0.060041161852223017,0.020978,2.812533765849937,0.059001333339999976,1,0,OK
last_value,capacity_ratio,2,stress2:column:06,5,5,5,0,OK,0.060059999999999981,0.063631297330794659,0.020729333334,2.8973435388532396,0.060059999999999981,1,0,OK
last_value,capacity_ratio,3,stress2:column:01,4,4,4,0,OK,0.075290000000000024,0.075660560399722146,0.021647333333999999,3.478026546657695,0.075290000000000024,1,0,OK
last_value,capacity_ratio,3,stress2:column:02,4,4,4,0,OK,0.09189249999999996,0.092293113096265159,0.020801333333999996,4.4176254725845245,0.09189249999999996,1,0,OK
last_value,capacity_ratio,3,stress2:column:03,4,4,4,0,OK,0.088617500000000016,0.0889500720910332,0.020928333333999995,4.2343314484595274,0.088617500000000016,1,0,OK
last_value,capacity_ratio,3,stress2:column:04,4,4,4,0,OK,0.095772499999999955,0.097146798840723456,0.020602333333999998,4.6486239421214854,0.095772499999999955,1,0,OK
last_value,capacity_ratio,3,stress2:column:05,4,4,4,0,OK,0.086387083350000005,0.087156890623851221,0.020978,4.1179847149394604,0.086387083350000005,1,0,OK
last_value,capacity_ratio,3,stress2:column:06,4,4,4,0,OK,0.087925000000000003,0.091081103967837349,0.020729333334,4.241573936957562,0.087925000000000003,1,0,OK
last_value,esr_ratio,1,stress2:column:01,6,6,6,0,OK,0.039466666666666685,0.04633141482838616,0.052256633334000005,0.75524702126166787,0.039466666666666685,1,0,OK
last_value,esr_ratio,1,stress2:column:02,6,6,6,0,OK,0.034233333333333373,0.039649620847283476,0.052756633334000005,0.64889154538356519,0.034233333333333373,1,0,OK
last_value,esr_ratio,1,stress2:column:03,6,6,6,0,OK,0.036818333333333363,0.043487197924600006,0.052486833334000005,0.70147751339921516,0.036818333333333363,1,0,OK
last_value,esr_ratio,1,stress2:column:04,6,6,6,0,OK,0.040529999999999955,0.046149504511605162,0.052305033334000009,0.77487762489683965,0.040529999999999955,1,0,OK
last_value,esr_ratio,1,stress2:column:05,6,6,6,0,OK,0.037428055566666653,0.042769488468877466,0.05245940000000001,0.71346709201147263,0.037428055566666653,1,0,OK
last_value,esr_ratio,1,stress2:column:06,6,6,6,0,OK,0.035416666666666617,0.042512940382899843,0.052558633334000002,0.67385060112960915,0.035416666666666617,1,0,OK
last_value,esr_ratio,2,stress2:column:01,5,5,5,0,OK,0.081380000000000008,0.087866842437861623,0.052256633334000005,1.5573142548211447,0.081380000000000008,1,0,OK
last_value,esr_ratio,2,stress2:column:02,5,5,5,0,OK,0.075306000000000012,0.079681511908346742,0.052756633334000005,1.4274223967864084,0.075306000000000012,1,0,OK
last_value,esr_ratio,2,stress2:column:03,5,5,5,0,OK,0.079270000000000035,0.083357518077255652,0.052486833334000005,1.5102835314061591,0.079270000000000035,1,0,OK
last_value,esr_ratio,2,stress2:column:04,5,5,5,0,OK,0.087559999999999943,0.092143904193386528,0.052305033334000009,1.6740262727847846,0.087559999999999943,1,0,OK
last_value,esr_ratio,2,stress2:column:05,5,5,5,0,OK,0.080243333339999973,0.085445722530526,0.05245940000000001,1.5296273563937055,0.080243333339999973,1,0,OK
last_value,esr_ratio,2,stress2:column:06,5,5,5,0,OK,0.075839999999999949,0.083659643078368373,0.052558633334000002,1.4429598942965534,0.075839999999999949,1,0,OK
last_value,esr_ratio,3,stress2:column:01,4,4,4,0,OK,0.13042500000000001,0.13255852481074162,0.052256633334000005,2.4958553905756671,0.13042500000000001,1,0,OK
last_value,esr_ratio,3,stress2:column:02,4,4,4,0,OK,0.12120750000000002,0.12304257179935733,0.052756633334000005,2.2974836023489309,0.12120750000000002,1,0,OK
last_value,esr_ratio,3,stress2:column:03,4,4,4,0,OK,0.12334250000000008,0.12539584532591189,0.052486833334000005,2.3499703099844105,0.12334250000000008,1,0,OK
last_value,esr_ratio,3,stress2:column:04,4,4,4,0,OK,0.13925749999999998,0.140888117401717,0.052305033334000009,2.6624110744898042,0.13925749999999998,1,0,OK
last_value,esr_ratio,3,stress2:column:05,4,4,4,0,OK,0.12908625000000001,0.1309092100556232,0.05245940000000001,2.4606886468392699,0.12908625000000001,1,0,OK
